OBSV, type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller,MEDIAN_SQ,type_new,House_story,BIG_PROPERTY
5239,2-room,Sofia, city_Sofia,Studentsky_hrad,58700,78,752.56,Brick,0,0,NO,3/12/2019,3/31/2019,Agency,916.18,2,0,0
5240,2-room,Sofia, city_Sofia,Boyana,127500,85,1500,Brick,0,3,NO,6/4/2019,6/30/2019,Agency,916.18,2,0,0
5241,2-room,Sofia, city_Sofia,Vytosha,90500,113,800.88,Brick,2019,2,NO,2/7/2019,2/28/2019,Agency,"1,208.33",2,0,0
5242,2-room,Sofia, city_Sofia,Vytosha,137000,158,867.08,Brick,2019,4,NO,2/7/2019,2/28/2019,Agency,"1,218.00",2,0,0
5243,2-room,Sofia, city_Sofia,Tolstoy,64999,57,1140.33,Panel,1969,1,YES,10/9/2019,10/31/2019,Agency,998.87,2,0,0
5244,2-room,Sofia, city_Sofia,Svoboda,48000,64,750,Panel,1972,5,YES,1/31/2019,1/31/2019,Agency,"1,183.52",2,0,0
5245,2-room,Sofia, city_Sofia,Lyulyn_3,51498,65,792.27,Panel,1980,8,YES,1/21/2019,1/31/2019,Agency,"1,183.52",2,0,0
5246,2-room,Sofia, city_Sofia,Krasno_selo,93600,80,1170,Brick,2018,3,NO,1/23/2019,1/31/2019,Agency,"1,073.17",2,0,0
5247,2-room,Sofia, city_Sofia,Boyana,165000,167,988.02,Brick,2011,4,NO,3/28/2019,3/31/2019,Agency,"1,094.98",2,0,0
5248,2-room,Sofia, city_Sofia,Karpuzytsa,88000,89,988.76,Brick,2014,2,NO,1/29/2019,1/31/2019,Agency,998.87,2,0,0
5249,2-room,Sofia, city_Sofia,Studentsky_hrad,40900,48,852.08,Brick,0,1,NO,1/30/2019,1/31/2019,Agency,998.87,2,0,0
5250,2-room,Sofia, city_Sofia,Dyanabad,62670,74,846.89,Brick,2020,5,YES,1/29/2019,1/31/2019,Agency,"1,204.54",2,0,0
5251,2-room,Sofia, city_Sofia,Obelya_1,42576,65,655.01,Brick,2020,2,YES,1/25/2019,1/31/2019,Agency,"1,637.62",2,0,0
5252,2-room,Sofia, city_Sofia,Studentsky_hrad,93000,65,1430.76,Brick,2016,9,YES,12/20/2019,12/31/2019,Agency,"1,289.15",2,0,0
5253,2-room,Sofia, city_Sofia,Lyulyn_2,60886,87,699.83,Brick,2013,11,YES,1/8/2019,1/31/2019,Agency,"1,000.00",2,0,0
5254,2-room,Sofia, city_Sofia,Vytosha,77814,79,984.98,Brick,2019,2,NO,1/21/2019,1/31/2019,Agency,"1,096.16",2,0,0
5255,2-room,Sofia, city_Sofia,Tsentr,114500,68,1683.82,Brick,2007,6,NO,1/28/2019,1/31/2019,Agency,"1,204.54",2,0,0
5256,2-room,Sofia, city_Sofia,Tsentr,210000,85,2470.58,Brick,1950,2,YES,1/28/2019,1/31/2019,Agency,"1,036.84",2,0,0
5257,2-room,Sofia, city_Sofia,Khladylnyka,120000,66,1818.18,Brick,0,6,YES,1/24/2019,1/31/2019,Agency,"1,073.17",2,0,0
5258,2-room,Sofia, city_Sofia,Lyulyn_10,68000,80,850,Brick,2010,5,NO,1/26/2019,1/31/2019,Agency,"1,637.62",2,0,0
5259,2-room,Sofia, city_Sofia,Vytosha,75111,76,988.3,Brick,2019,2,NO,1/21/2019,1/31/2019,Agency,"1,470.00",2,0,0
5260,2-room,Sofia, city_Sofia,Krstova_vada,72879,61,1194.73,Brick,2019,3,NO,1/30/2019,1/31/2019,Agency,998.87,2,0,0
5261,2-room,Sofia, city_Sofia,Tsentr,73800,59,1250.84,Brick,2019,5,NO,1/15/2019,1/31/2019,Agency,998.87,2,0,0
5262,2-room,Sofia, city_Sofia,Tsentr,89800,73,1230.13,Brick,2018,5,NO,1/15/2019,1/31/2019,Agency,906.73,2,0,0
5263,2-room,Sofia, city_Sofia,Obelya_2,65000,75,866.66,Brick,2018,4,YES,2/12/2019,2/28/2019,Agency,891.38,2,0,0
5264,2-room,Sofia, city_Sofia,Tsentr,79370,75,1058.26,Brick,2019,1,NO,1/31/2019,1/31/2019,Agency,"1,115.45",2,0,0
5265,2-room,Sofia, city_Sofia,Krstova_vada,70000,70,1000,Brick,2019,2,NO,2/8/2019,2/28/2019,Agency,"1,073.17",2,0,0
5266,2-room,Sofia, city_Sofia,Krstova_vada,65000,58,1120.68,Brick,2018,2,NO,2/7/2019,2/28/2019,Agency,750,2,0,0
5267,2-room,Sofia, city_Sofia,Fondovy_zhylyshcha,77000,65,1184.61,Panel,1989,3,YES,7/3/2019,7/31/2019,Agency,"1,582.21",2,0,0
5268,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,165000,70,2357.14,Brick,1999,6,NO,1/7/2019,1/31/2019,Agency,"1,000.00",2,0,0
5269,2-room,Sofia, city_Sofia,Tsentr,95664,80,1195.8,Brick,2019,2,YES,1/9/2019,1/31/2019,Agency,"1,470.00",2,0,0
5270,2-room,Sofia, city_Sofia,Tsentr,75132,63,1192.57,Brick,2019,6,YES,1/9/2019,1/31/2019,Agency,998.87,2,0,0
5271,2-room,Sofia, city_Sofia,Tsentr,83088,69,1204.17,Brick,2019,4,YES,1/9/2019,1/31/2019,Agency,916.18,2,0,0
5272,2-room,Sofia, city_Sofia,Tsentr,85284,71,1201.18,Brick,2019,2,YES,1/9/2019,1/31/2019,Agency,"1,073.17",2,0,0
5273,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,85000,85,1000,Brick,2017,6,YES,1/25/2019,1/31/2019,Agency,755.31,2,0,0
5274,2-room,Sofia, city_Sofia,Ovcha_kupel,57950,61,950,Brick,2017,0,NO,1/16/2019,1/31/2019,Agency,916.18,2,0,0
5275,2-room,Sofia, city_Sofia,Ovcha_kupel,63650,67,950,Brick,2017,0,NO,2/27/2019,2/28/2019,Agency,"1,183.52",2,0,0
5276,2-room,Sofia, city_Sofia,Krasno_selo,100000,80,1250,Brick,0,1,YES,1/7/2019,1/31/2019,Agency,"1,183.52",2,0,0
5277,2-room,Sofia, city_Sofia,Dyanabad,91500,61,1500,Brick,0,-1,NO,1/25/2019,1/31/2019,Agency,998.87,2,0,0
5278,2-room,Sofia, city_Sofia,Vytosha,63900,80,798.75,Brick,2018,4,NO,2/11/2019,2/28/2019,Agency,"1,000.00",2,0,0
5279,2-room,Sofia, city_Sofia,Krstova_vada,87320,74,1180,Brick,2018,1,NO,1/9/2019,1/31/2019,Agency,"1,595.48",2,0,0
5280,2-room,Sofia, city_Sofia,Krstova_vada,74340,63,1180,Brick,2018,1,YES,1/9/2019,1/31/2019,Agency,"1,073.17",2,0,0
5281,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,102000,85,1200,Brick,2017,6,YES,4/2/2019,4/30/2019,Agency,"1,051.08",2,0,0
5282,2-room,Sofia, city_Sofia,Bkston,85000,73,1164.38,Brick,2018,2,NO,1/20/2019,1/31/2019,Agency,"1,051.08",2,0,0
5283,2-room,Sofia, city_Sofia,Vytosha,65550,69,950,Brick,2019,5,NO,1/28/2019,1/31/2019,Agency,"1,051.08",2,0,0
5284,2-room,Sofia, city_Sofia,Vytosha,53200,56,950,Brick,2019,6,NO,1/16/2019,1/31/2019,Agency,"1,073.17",2,0,0
5285,2-room,Sofia, city_Sofia,Borovo,70000,65,1076.92,EPK,1984,14,YES,1/29/2019,1/31/2019,Agency,"1,036.84",2,0,0
5286,2-room,Sofia, city_Sofia,Medytsynska_akademyya,120000,61,1967.21,Brick,1966,3,YES,1/19/2019,1/31/2019,Agency,"1,000.00",2,0,0
5287,2-room,Sofia, city_Sofia,Hotse_Delchev,72000,66,1090.9,EPK,1970,1,YES,1/30/2019,1/31/2019,Agency,891.38,2,0,0
5288,2-room,Sofia, city_Sofia,Druzhba_2,84990,58,1465.34,Brick,2009,3,YES,1/21/2019,1/31/2019,Agency,"1,582.21",2,0,0
5289,2-room,Sofia, city_Sofia,Slatyna,83655,93,899.51,Brick,2018,1,YES,1/9/2019,1/31/2019,Agency,"1,051.08",2,0,0
5290,2-room,Sofia, city_Sofia,Borovo,90000,71,1267.6,Brick,2019,1,YES,1/4/2019,1/31/2019,Agency,"1,470.00",2,0,0
5291,2-room,Sofia, city_Sofia,Studentsky_hrad,74400,62,1200,Brick,2018,2,YES,1/31/2019,1/31/2019,Agency,"1,058.82",2,0,0
5292,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,86400,72,1200,Brick,2018,5,NO,1/21/2019,1/31/2019,Agency,"1,131.60",2,0,0
5293,2-room,Sofia, city_Sofia,Medytsynska_akademyya,91200,76,1200,Brick,2019,5,YES,1/24/2019,1/31/2019,Agency,950,2,0,0
5294,2-room,Sofia, city_Sofia,Tsentr,91200,76,1200,Brick,2019,5,YES,1/24/2019,1/31/2019,Agency,755.31,2,0,0
5295,2-room,Sofia, city_Sofia,Vytosha,84000,90,933.33,Brick,2018,4,NO,1/24/2019,1/31/2019,Agency,"1,051.08",2,0,0
5296,2-room,Sofia, city_Sofia,Vytosha,84000,90,933.33,Brick,0,4,NO,1/24/2019,1/31/2019,Agency,"1,051.08",2,0,0
5297,2-room,Sofia, city_Sofia,Malynova_dolyna,58200,65,895.38,Brick,2018,2,NO,1/30/2019,1/31/2019,Agency,"1,051.08",2,0,0
5298,2-room,Sofia, city_Sofia,Nadezhda_2,58000,71,816.9,Brick,0,6,YES,2/7/2019,2/28/2019,Agency,"1,131.60",2,0,0
5299,2-room,Sofia, city_Sofia,Drvenytsa,70720,68,1040,Brick,2020,1,NO,1/17/2019,1/31/2019,Agency,"1,131.60",2,0,0
5300,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,97200,60,1620,Brick,0,5,NO,1/22/2019,1/31/2019,Agency,"1,582.21",2,0,0
5301,2-room,Sofia, city_Sofia,Obelya,50000,75,666.66,Brick,2019,1,NO,1/30/2019,1/31/2019,Agency,"1,131.60",2,0,0
5302,2-room,Sofia, city_Sofia,Lozenets,115000,95,1210.52,Brick,2017,0,YES,1/18/2019,1/31/2019,Agency,"1,595.48",2,0,0
5303,2-room,Sofia, city_Sofia,Banyshora,75000,70,1071.42,Brick,2004,6,NO,1/25/2019,1/31/2019,Agency,"1,262.71",2,0,0
5304,2-room,Sofia, city_Sofia,Tsentr,75000,70,1071.42,Brick,2004,6,NO,1/17/2019,1/31/2019,Agency,833.58,2,0,0
5305,2-room,Sofia, city_Sofia,Vytosha,81000,78,1038.46,Brick,0,0,NO,2/26/2019,2/28/2019,Agency,"1,073.17",2,0,0
5306,2-room,Sofia, city_Sofia,Ovcha_kupel,80000,86,930.23,Brick,2017,2,NO,2/12/2019,2/28/2019,Agency,723.57,2,0,0
5307,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,61566,69,892.26,Brick,2019,6,NO,1/24/2019,1/31/2019,Agency,"1,036.84",2,0,0
5308,2-room,Sofia, city_Sofia,m_t_Detsky_hrad,53000,55,963.63,Brick,2018,1,NO,1/31/2019,1/31/2019,Agency,"1,105.68",2,0,0
5309,2-room,Sofia, city_Sofia,Ovcha_kupel,74999,100,749.99,Brick,2017,5,NO,1/7/2019,1/31/2019,Agency,892.85,2,0,0
5310,2-room,Sofia, city_Sofia,Krstova_vada,72999,69,1057.95,Brick,2019,1,NO,1/10/2019,1/31/2019,Agency,"1,262.71",2,0,0
5311,2-room,Sofia, city_Sofia,Krstova_vada,69899,65,1075.36,Brick,2019,1,NO,1/7/2019,1/31/2019,Agency,955.39,2,0,0
5312,2-room,Sofia, city_Sofia,Vytosha,68000,70,971.42,Brick,2019,5,NO,1/28/2019,1/31/2019,Agency,"1,019.23",2,0,0
5313,2-room,Sofia, city_Sofia,Druzhba_1,64000,67,955.22,Brick,0,5,YES,1/30/2019,1/31/2019,Agency,"1,470.00",2,0,0
5314,2-room,Sofia, city_Sofia,Yztok,169260,94,1800.63,Brick,2009,2,YES,1/10/2019,1/31/2019,Agency,886.11,2,0,0
5315,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,64210,61,1052.62,Brick,2018,1,NO,1/7/2019,1/31/2019,Agency,891.38,2,0,0
5316,2-room,Sofia, city_Sofia,Poduyane,54000,73,739.72,Brick,2019,3,NO,1/29/2019,1/31/2019,Agency,891.38,2,0,0
5317,2-room,Sofia, city_Sofia,Poduyane,44000,55,800,Brick,2019,4,NO,1/30/2019,1/31/2019,Agency,891.38,2,0,0
5318,2-room,Sofia, city_Sofia,Poduyane,57000,73,780.82,Brick,2019,3,NO,1/2/2019,1/31/2019,Agency,"1,204.96",2,0,0
5319,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,81250,65,1250,Brick,2018,2,NO,1/29/2019,1/31/2019,Agency,891.38,2,0,0
5320,2-room,Sofia, city_Sofia,Studentsky_hrad,95000,89,1067.41,Brick,0,8,NO,1/25/2019,1/31/2019,Agency,998.87,2,0,0
5321,2-room,Sofia, city_Sofia,Symeonovo,80900,70,1155.71,Brick,2008,5,NO,1/28/2019,1/31/2019,Agency,"1,073.17",2,0,0
5322,2-room,Sofia, city_Sofia,Nadezhda_2,66000,80,825,Brick,2019,5,YES,1/14/2019,1/31/2019,Agency,"1,073.17",2,0,0
5323,2-room,Sofia, city_Sofia,Lozenets,170441,95,1794.11,Brick,2017,2,YES,1/28/2019,1/31/2019,Agency,998.87,2,0,0
5324,2-room,Sofia, city_Sofia,Poduyane,44000,55,800,Brick,2020,3,NO,1/29/2019,1/31/2019,Agency,"1,073.17",2,0,0
5325,2-room,Sofia, city_Sofia,Tsentr,68000,68,1000,Brick,1965,2,NO,1/4/2019,1/31/2019,Agency,"1,073.17",2,0,0
5326,2-room,Sofia, city_Sofia,Ylynden,68000,68,1000,Brick,1965,2,NO,1/4/2019,1/31/2019,Agency,"1,183.52",2,0,0
5327,2-room,Sofia, city_Sofia,Zona_B_19,68000,68,1000,Brick,1965,2,NO,1/4/2019,1/31/2019,Agency,998.87,2,0,0
5328,2-room,Sofia, city_Sofia,Nadezhda_1,65000,65,1000,Brick,2012,2,NO,2/11/2019,2/28/2019,Agency,"1,036.84",2,0,0
5329,2-room,Sofia, city_Sofia,m_t_Hrdova_hlava,61000,61,1000,Brick,2018,5,NO,1/7/2019,1/31/2019,Agency,"1,000.00",2,0,0
5330,2-room,Sofia, city_Sofia,Poduyane,53000,67,791.04,Brick,2019,3,NO,1/29/2019,1/31/2019,Agency,"1,582.21",2,0,0
5331,2-room,Sofia, city_Sofia,Poduyane,52000,66,787.87,Brick,2019,4,NO,1/30/2019,1/31/2019,Agency,"1,289.15",2,0,0
5332,2-room,Sofia, city_Sofia,Poduyane,70000,112,625,Brick,2019,8,NO,1/30/2019,1/31/2019,Agency,892.85,2,0,0
5333,2-room,Sofia, city_Sofia,Zona_B_19,88080,73,1206.57,Brick,0,5,NO,1/19/2019,1/31/2019,Agency,892.85,2,0,0
5334,2-room,Sofia, city_Sofia,Zona_B_19,70320,58,1212.41,Brick,0,5,NO,1/7/2019,1/31/2019,Agency,874.6,2,0,0
5335,2-room,Sofia, city_Sofia,Lozenets,194232,132,1471.45,Brick,0,5,YES,1/7/2019,1/31/2019,Agency,"1,036.84",2,0,0
5336,2-room,Sofia, city_Sofia,Zona_B_19,70320,58,1212.41,Brick,0,5,NO,1/19/2019,1/31/2019,Agency,"1,036.84",2,0,0
5337,2-room,Sofia, city_Sofia,Yztok,135000,70,1928.57,Brick,2003,3,YES,2/26/2019,2/28/2019,Agency,"1,582.21",2,0,0
5338,2-room,Sofia, city_Sofia,Khypodruma,82900,80,1036.25,Brick,2019,3,YES,3/26/2019,3/31/2019,Agency,"1,172.87",2,0,0
5339,2-room,Sofia, city_Sofia,Obelya_2,58500,68,860.29,Panel,1986,5,YES,1/7/2019,1/31/2019,Agency,"1,000.00",2,0,0
5340,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,86000,95,905.26,Brick,2018,4,NO,1/28/2019,1/31/2019,Agency,892.85,2,0,0
5341,2-room,Sofia, city_Sofia,Lyulyn_2,59900,63,950.79,Brick,2017,6,YES,1/21/2019,1/31/2019,Agency,"1,470.00",2,0,0
5342,2-room,Sofia, city_Sofia,Studentsky_hrad,97500,65,1500,Brick,2018,4,NO,1/11/2019,1/31/2019,Agency,"1,053.69",2,0,0
5343,2-room,Sofia, city_Sofia,Drahalevtsy,76000,70,1085.71,Brick,0,-1,NO,1/21/2019,1/31/2019,Agency,"1,036.84",2,0,0
5344,2-room,Sofia, city_Sofia,Lyulyn_8,53097,73,727.35,Brick,2018,4,NO,1/7/2019,1/31/2019,Agency,"1,036.84",2,0,0
5345,2-room,Sofia, city_Sofia,Khypodruma,70000,56,1250,Brick,1973,0,YES,3/30/2019,3/31/2019,Agency,"1,582.21",2,0,0
5346,2-room,Sofia, city_Sofia,Nadezhda_4,49990,60,833.16,Panel,1968,3,YES,1/30/2019,1/31/2019,Agency,"1,470.00",2,0,0
5347,2-room,Sofia, city_Sofia,Lyulyn_7,49999,57,877.17,Brick,0,-1,YES,1/24/2019,1/31/2019,Agency,"1,036.84",2,0,0
5348,2-room,Sofia, city_Sofia,Tsentr,98500,65,1515.38,Brick,1960,2,YES,1/22/2019,1/31/2019,Agency,891.73,2,0,0
5349,2-room,Sofia, city_Sofia,Levsky_H,48300,59,818.64,Brick,2018,5,NO,1/10/2019,1/31/2019,Agency,891.73,2,0,0
5350,2-room,Sofia, city_Sofia,Nadezhda_2,59000,72,819.44,Brick,2019,5,YES,1/14/2019,1/31/2019,Agency,"1,470.00",2,0,0
5351,2-room,Sofia, city_Sofia,Nadezhda_2,66100,66,1001.51,Brick,2020,3,YES,1/31/2019,1/31/2019,Agency,891.73,2,0,0
5352,2-room,Sofia, city_Sofia,Nadezhda_2,51480,66,780,Brick,2020,3,NO,1/18/2019,1/31/2019,Agency,891.73,2,0,0
5353,2-room,Sofia, city_Sofia,Mladost_3,138000,109,1266.05,Brick,2014,6,YES,1/14/2019,1/31/2019,Agency,891.73,2,0,0
5354,2-room,Sofia, city_Sofia,Nadezhda_2,51480,67,768.35,Brick,2020,2,YES,1/31/2019,1/31/2019,Agency,891.73,2,0,0
5355,2-room,Sofia, city_Sofia,Vytosha,63000,63,1000,Brick,0,3,NO,2/25/2019,2/28/2019,Agency,"1,470.00",2,0,0
5356,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,136369,87,1567.45,Brick,0,5,NO,1/14/2019,1/31/2019,Agency,"1,073.17",2,0,0
5357,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,129363,83,1558.59,Brick,0,4,NO,1/14/2019,1/31/2019,Agency,"1,094.98",2,0,0
5358,2-room,Sofia, city_Sofia,Vytosha,69000,69,1000,Brick,0,3,NO,2/6/2019,2/28/2019,Agency,764.58,2,0,0
5359,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,125000,83,1506.02,Brick,0,4,NO,1/31/2019,1/31/2019,Agency,"1,183.52",2,0,0
5360,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,147793,95,1555.71,Brick,0,3,NO,1/14/2019,1/31/2019,Agency,"1,094.98",2,0,0
5361,2-room,Sofia, city_Sofia,Krstova_vada,95000,78,1217.94,Brick,0,5,NO,2/6/2019,2/28/2019,Agency,"1,470.00",2,0,0
5362,2-room,Sofia, city_Sofia,Vytosha,75900,69,1100,Brick,0,3,NO,1/31/2019,1/31/2019,Agency,996.51,2,0,0
5363,2-room,Sofia, city_Sofia,Studentsky_hrad,134779,170,792.81,Brick,2018,1,NO,1/10/2019,1/31/2019,Agency,964.69,2,0,0
5364,2-room,Sofia, city_Sofia,Druzhba_2,89000,79,1126.58,Brick,0,4,YES,1/4/2019,1/31/2019,Agency,"1,000.00",2,0,0
5365,2-room,Sofia, city_Sofia,Lozenets,199000,79,2518.98,Brick,0,1,NO,2/6/2019,2/28/2019,Agency,"1,289.15",2,0,0
5366,2-room,Sofia, city_Sofia,Hotse_Delchev,115000,75,1533.33,Brick,0,6,YES,1/18/2019,1/31/2019,Agency,"1,073.17",2,0,0
5367,2-room,Sofia, city_Sofia,Lyulyn_8,51618,73,707.09,Brick,2019,2,NO,1/14/2019,1/31/2019,Agency,916.18,2,0,0
5368,2-room,Sofia, city_Sofia,Lyulyn_8,53071,73,727,Brick,2019,6,NO,1/16/2019,1/31/2019,Agency,916.18,2,0,0
5369,2-room,Sofia, city_Sofia,Lyulyn_3,63000,78,807.69,EPK,0,13,YES,1/21/2019,1/31/2019,Agency,916.18,2,0,0
5370,2-room,Sofia, city_Sofia,Studentsky_hrad,70641,74,954.6,Brick,2019,2,NO,1/20/2019,1/31/2019,Agency,916.18,2,0,0
5371,2-room,Sofia, city_Sofia,Studentsky_hrad,78043,124,629.37,Brick,2018,8,NO,3/18/2019,3/31/2019,Agency,916.18,2,0,0
5372,2-room,Sofia, city_Sofia,Lozenets,151118,99,1526.44,Brick,0,3,YES,1/7/2019,1/31/2019,Agency,916.18,2,0,0
5373,2-room,Sofia, city_Sofia,Reduta,105000,105,1000,Brick,0,3,NO,2/20/2019,2/28/2019,Agency,"1,582.21",2,0,0
5374,2-room,Sofia, city_Sofia,Banyshora,61000,70,871.42,Brick,0,2,NO,5/13/2019,5/31/2019,Agency,998.87,2,0,0
5375,2-room,Sofia, city_Sofia,Lyulyn_8,53097,73,727.35,Brick,2019,5,NO,1/16/2019,1/31/2019,Agency,"1,172.87",2,0,0
5376,2-room,Sofia, city_Sofia,Tsentr,76000,76,1000,Brick,0,4,NO,1/31/2019,1/31/2019,Agency,886.11,2,0,0
5377,2-room,Sofia, city_Sofia,Zapaden_park,53700,54,994.44,Brick,1970,1,NO,1/5/2019,1/31/2019,Agency,"1,172.87",2,0,0
5378,2-room,Sofia, city_Sofia,Studentsky_hrad,88550,77,1150,Brick,2018,3,NO,2/18/2019,2/28/2019,Agency,"1,000.00",2,0,0
5379,2-room,Sofia, city_Sofia,Studentsky_hrad,57950,61,950,Brick,2017,5,NO,1/11/2019,1/31/2019,Agency,"1,000.00",2,0,0
5380,2-room,Sofia, city_Sofia,Lozenets,151118,99,1526.44,Brick,0,3,NO,1/11/2019,1/31/2019,Agency,"1,470.00",2,0,0
5381,2-room,Sofia, city_Sofia,Tsentr,90000,75,1200,Brick,2011,3,YES,1/28/2019,1/31/2019,Agency,"1,183.52",2,0,0
5382,2-room,Sofia, city_Sofia,Studentsky_hrad,77827,81,960.82,Brick,0,4,YES,1/25/2019,1/31/2019,Agency,886.11,2,0,0
5383,2-room,Sofia, city_Sofia,Lyulyn_10,57630,67,860.14,Brick,0,6,YES,1/9/2019,1/31/2019,Agency,886.11,2,0,0
5384,2-room,Sofia, city_Sofia,Lyulyn_10,55514,65,854.06,Brick,0,5,YES,1/9/2019,1/31/2019,Agency,723.57,2,0,0
5385,2-room,Sofia, city_Sofia,Tsentr,177000,106,1669.81,Brick,0,7,YES,1/29/2019,1/31/2019,Agency,"1,470.00",2,0,0
5386,2-room,Sofia, city_Sofia,Lyulyn_10,58735,69,851.23,Brick,0,5,YES,1/9/2019,1/31/2019,Agency,"1,094.98",2,0,0
5387,2-room,Sofia, city_Sofia,Lyulyn_10,62807,73,860.36,Brick,0,6,YES,1/9/2019,1/31/2019,Agency,"1,155.17",2,0,0
5388,2-room,Sofia, city_Sofia,Lyulyn_10,55471,65,853.4,Brick,0,6,YES,1/9/2019,1/31/2019,Agency,998.87,2,0,0
5389,2-room,Sofia, city_Sofia,Lyulyn_10,60452,71,851.43,Brick,0,5,YES,1/9/2019,1/31/2019,Agency,906.73,2,0,0
5390,2-room,Sofia, city_Sofia,Tsentr,71450,64,1116.4,Brick,2018,2,YES,1/10/2019,1/31/2019,Agency,848.35,2,0,0
5391,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,67864,68,998,Brick,0,3,NO,1/21/2019,1/31/2019,Agency,"1,183.52",2,0,0
5392,2-room,Sofia, city_Sofia,Bkston,78129,87,898.03,Brick,0,3,NO,1/25/2019,1/31/2019,Agency,"1,183.52",2,0,0
5393,2-room,Sofia, city_Sofia,Obelya_1,51620,69,748.11,Brick,0,5,YES,1/25/2019,1/31/2019,Agency,"1,183.52",2,0,0
5394,2-room,Sofia, city_Sofia,Krstova_vada,74949,69,1086.21,Brick,2019,2,NO,1/28/2019,1/31/2019,Agency,855.55,2,0,0
5395,2-room,Sofia, city_Sofia,Bkston,96000,66,1454.54,Brick,2017,9,NO,1/21/2019,1/31/2019,Agency,"1,000.00",2,0,0
5396,2-room,Sofia, city_Sofia,Tsentr,148000,60,2466.66,Brick,1954,3,YES,1/31/2019,1/31/2019,Agency,"1,065.21",2,0,0
5397,2-room,Sofia, city_Sofia,Khadzhy_Dymytr,80000,72,1111.11,Panel,1980,8,YES,1/31/2019,1/31/2019,Agency,"1,000.00",2,0,0
5398,2-room,Sofia, city_Sofia,Knyazhevo,65500,74,885.13,Brick,2016,3,NO,1/28/2019,1/31/2019,Agency,998.87,2,0,0
5399,2-room,Sofia, city_Sofia,Druzhba_2,79900,85,940,Brick,2019,4,YES,2/21/2019,2/28/2019,Agency,"1,000.00",2,0,0
5400,2-room,Sofia, city_Sofia,Hotse_Delchev,117000,96,1218.75,Brick,2010,3,NO,3/23/2019,3/31/2019,Agency,943.18,2,0,0
5401,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,117000,96,1218.75,Brick,2010,3,NO,3/23/2019,3/31/2019,Agency,"1,229.35",2,0,0
5402,2-room,Sofia, city_Sofia,Ovcha_kupel,42770,43,994.65,Brick,0,4,NO,1/16/2019,1/31/2019,Agency,"1,000.00",2,0,0
5403,2-room,Sofia, city_Sofia,Ovcha_kupel,60970,68,896.61,Brick,0,2,NO,1/9/2019,1/31/2019,Agency,"1,183.52",2,0,0
5404,2-room,Sofia, city_Sofia,Ovcha_kupel,58980,67,880.29,Brick,0,4,NO,1/8/2019,1/31/2019,Agency,"1,183.52",2,0,0
5405,2-room,Sofia, city_Sofia,Ovcha_kupel,58650,68,862.5,Brick,0,2,NO,1/14/2019,1/31/2019,Agency,"1,183.52",2,0,0
5406,2-room,Sofia, city_Sofia,Ovcha_kupel,59520,67,888.35,Brick,0,5,NO,1/9/2019,1/31/2019,Agency,"1,289.15",2,0,0
5407,2-room,Sofia, city_Sofia,Ovcha_kupel,59440,69,861.44,Brick,0,2,NO,1/14/2019,1/31/2019,Agency,"1,470.00",2,0,0
5408,2-room,Sofia, city_Sofia,Lozenets,162000,80,2025,Brick,1980,7,NO,1/4/2019,1/31/2019,Agency,"1,204.54",2,0,0
5409,2-room,Sofia, city_Sofia,Vytosha,75600,72,1050,Brick,0,-1,NO,4/24/2019,4/30/2019,Private,"1,065.21",2,0,0
5410,2-room,Sofia, city_Sofia,Reduta,80000,62,1290.32,Brick,0,4,NO,1/18/2019,1/31/2019,Agency,"1,000.00",2,0,0
5411,2-room,Sofia, city_Sofia,Levsky_H,59000,61,967.21,Brick,0,2,NO,1/25/2019,1/31/2019,Agency,946.75,2,0,0
5412,2-room,Sofia, city_Sofia,Reduta,92448,103,897.55,Brick,2019,2,NO,1/9/2019,1/31/2019,Agency,916.18,2,0,0
5413,2-room,Sofia, city_Sofia,Symeonovo,123200,109,1130.27,Brick,0,1,NO,1/9/2019,1/31/2019,Agency,916.18,2,0,0
5414,2-room,Sofia, city_Sofia,Symeonovo,101100,77,1312.98,Brick,0,2,NO,1/7/2019,1/31/2019,Agency,"1,183.52",2,0,0
5415,2-room,Sofia, city_Sofia,Tsentr,85500,71,1204.22,Brick,2019,3,NO,1/20/2019,1/31/2019,Agency,"1,183.52",2,0,0
5416,2-room,Sofia, city_Sofia,Krstova_vada,71500,66,1083.33,Brick,2018,1,NO,1/2/2019,1/31/2019,Agency,"1,183.52",2,0,0
