 type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller
 3-СТАЕН, София, гр. София, Манастирски ливади,164900,133,1239.84, Тухла,2007,2, НЕ, 2019-08-11, 2019-08-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 8,72900,68,1072.05, Панел,1985,4, ДА, 2019-03-21, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,115000,94,1223.4, Тухла,1991,4, ДА, 2019-03-19, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, ж.гр.Южен парк,212000,125,1696, Тухла,2018,3, ДА, 2019-03-11, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Дианабад,81500,82,993.9, Панел,0,1, НЕ, 2019-03-25, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,149000,178,837.07, Тухла,2019,4, НЕ, 2019-03-11, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,119600,110,1087.27, Тухла,2019,3, НЕ, 2019-03-11, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,199000,87,2287.35, Тухла,1940,4, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Дианабад,98000,90,1088.88, Тухла,1994,4, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Симеоново,137678,113,1218.38, Тухла,2021,1, НЕ, 2019-03-17, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел 1,77000,80,962.5, Панел,1980,6, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Симеоново,135228,111,1218.27, Тухла,2021,2, НЕ, 2019-03-17, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Симеоново,148887,122,1220.38, Тухла,2021,2, НЕ, 2019-03-17, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Симеоново,127523,105,1214.5, Тухла,2021,2, НЕ, 2019-03-17, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Изток,123000,80,1537.5, Тухла,0,3, ДА, 2019-03-15, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,100000,75,1333.33, Тухла,1950,1, ДА, 2019-03-06, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Симеоново,147760,121,1221.15, Тухла,2021,3, НЕ, 2019-03-13, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Симеоново,126592,104,1217.23, Тухла,2021,3, НЕ, 2019-03-17, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,91200,104,876.92, Тухла,2019,6, НЕ, 2019-03-29, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,108160,106,1020.37, Тухла,2019,2, НЕ, 2019-03-11, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Белите брези,139995,110,1272.68, Тухла,2003,4, НЕ, 2019-03-20, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Хиподрума,139995,110,1272.68, Тухла,2003,4, НЕ, 2019-03-20, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 6,74018,106,698.28, Тухла,2019,6, НЕ, 2019-03-06, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,115000,116,991.37, Тухла,2019,2, НЕ, 2019-03-11, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,99000,99,1000, Тухла,2018,4, ДА, 2019-03-21, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,112400,106,1060.37, Тухла,2019,3, НЕ, 2019-03-11, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Докторски паметник,189000,85,2223.52, Тухла,0,1, НЕ, 2019-03-26, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Красно село,92000,75,1226.66, Панел,0,-1, ДА, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Левски Г,82000,90,911.11, Панел,0,9, ДА, 2019-03-26, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Докторски паметник,215000,96,2239.58, Тухла,0,5, ДА, 2019-03-11, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Докторски паметник,215000,96,2239.58, Тухла,0,5, ДА, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 1,98000,125,784, ЕПК,1980,9, ДА, 2019-03-27, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,164783,216,762.88, Тухла,0,5, НЕ, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,86028,107,804, Тухла,0,2, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,95449,108,883.78, Тухла,0,1, НЕ, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,82611,90,917.9, Тухла,0,1, ДА, 2019-03-09, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,106569,107,995.97, Тухла,0,11, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,105411,100,1054.1, Тухла,0,1, НЕ, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 2,88333,126,701.05, Тухла,0,7, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 2,80294,83,967.39, Тухла,0,3, ДА, 2019-03-09, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,141990,97,1463.81, Тухла,2005,4, НЕ, 2019-03-27, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Хладилника,141990,97,1463.81, Тухла,2005,-1, НЕ, 2019-03-27, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,84000,84,1000, Тухла,2018,2, НЕ, 2019-03-18, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Малинова долина,151500,130,1165.38, Тухла,0,3, НЕ, 2019-03-27, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,137507,120,1145.89, Тухла,0,6, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,179838,171,1051.68, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,89350,99,902.52, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,109414,113,968.26, Тухла,0,12, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,81241,86,944.66, Тухла,0,3, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 2,106885,121,883.34, Тухла,0,3, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,137267,120,1143.89, Тухла,0,6, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,144400,152,950, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,129030,126,1024.04, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,115000,101,1138.61, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,80870,92,879.02, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,212000,139,1525.17, Тухла,0,1, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,77757,90,863.96, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,72489,83,873.36, Тухла,0,0, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 2,106885,121,883.34, Тухла,0,5, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,85560,95,900.63, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,93177,101,922.54, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,248738,177,1405.29, Тухла,0,4, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Младост 4,201360,167,1205.74, Тухла,0,13, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,117649,98,1200.5, Тухла,0,9, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 2,96457,109,884.92, Тухла,0,4, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,126500,121,1045.45, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,111000,101,1099, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,137267,120,1143.89, Тухла,0,4, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,151877,105,1446.44, Тухла,0,7, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,142214,120,1185.11, Тухла,0,7, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,144210,126,1144.52, Тухла,0,5, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,242545,135,1796.62, Тухла,0,4, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 2,102538,116,883.94, Тухла,0,6, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,99728,106,940.83, Тухла,0,6, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Младост 4,201673,149,1353.51, Тухла,0,14, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,120855,115,1050.91, Тухла,0,6, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,162304,149,1089.28, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Яворов,237250,106,2238.2, Тухла,0,3, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 2,92321,104,887.7, Тухла,0,6, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,85560,85,1006.58, Тухла,0,7, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,119750,102,1174.01, Тухла,0,6, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,124550,119,1046.63, Тухла,0,4, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,134982,114,1184.05, Тухла,0,8, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Зона Б-18,129448,117,1106.39, Тухла,0,8, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,118000,120,983.33, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,142920,99,1443.63, Тухла,0,7, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,215397,135,1595.53, Тухла,0,2, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,95446,109,875.65, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,103271,104,992.99, Тухла,0,8, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,143093,125,1144.74, Тухла,0,6, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,86480,92,940, Тухла,0,3, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,92825,104,892.54, Тухла,0,3, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,108300,127,852.75, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,88760,88,1008.63, Тухла,0,3, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,197566,187,1056.5, Тухла,0,1, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,130776,130,1005.96, Тухла,0,5, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,130776,130,1005.96, Тухла,0,6, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 2,96457,109,884.92, Тухла,0,3, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,93458,102,916.25, Тухла,0,5, ДА, 2019-03-31, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Слатина,101970,113,902.38, Тухла,0,5, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Младост 4,238276,167,1426.8, Тухла,0,15, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,70703,72,981.98, Тухла,0,3, НЕ, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,89473,98,912.98, Тухла,0,2, НЕ, 2019-03-07, 2019-03-31, Агенция
